id_group	title	uid_user	sex	age
27895931	Новинки Музыки 2017	27935	Ж	32
27895931	Новинки Музыки 2017	28414	Ж	29
27895931	Новинки Музыки 2017	28437	Ж	28
27895931	Новинки Музыки 2017	28638	М	29
27895931	Новинки Музыки 2017	28653	М	30
27895931	Новинки Музыки 2017	28756	М	30
27895931	Новинки Музыки 2017	28769	М	39
27895931	Новинки Музыки 2017	28952	М	28
27895931	Новинки Музыки 2017	29034	Ж	29
27895931	Новинки Музыки 2017	29128	Ж	33
27895931	Новинки Музыки 2017	29187	М	28
27895931	Новинки Музыки 2017	29481	Ж	22
27895931	Новинки Музыки 2017	29619	М	29
27895931	Новинки Музыки 2017	29675	М	32
27895931	Новинки Музыки 2017	29799	Ж	30
27895931	Новинки Музыки 2017	29819	М	27
27895931	Новинки Музыки 2017	30044	М	29
27895931	Новинки Музыки 2017	30167	М	33
27895931	Новинки Музыки 2017	30244	М	38
27895931	Новинки Музыки 2017	30263	М	29
27895931	Новинки Музыки 2017	30441	М	32
27895931	Новинки Музыки 2017	30639	Ж	33
27895931	Новинки Музыки 2017	30754	М	38
27895931	Новинки Музыки 2017	30832	Ж	33
27895931	Новинки Музыки 2017	31197	М	28
27895931	Новинки Музыки 2017	31287	Ж	29
27895931	Новинки Музыки 2017	31357	М	31
27895931	Новинки Музыки 2017	32083	М	100
27895931	Новинки Музыки 2017	32147	М	28
27895931	Новинки Музыки 2017	32166	Ж	31
27895931	Новинки Музыки 2017	32293	Ж	33
27895931	Новинки Музыки 2017	32500	Ж	37
27895931	Новинки Музыки 2017	32576	М	33
27895931	Новинки Музыки 2017	33225	Ж	28
27895931	Новинки Музыки 2017	33431	Ж	28
27895931	Новинки Музыки 2017	33669	М	35
27895931	Новинки Музыки 2017	33867	М	15
27895931	Новинки Музыки 2017	34362	Ж	29
27895931	Новинки Музыки 2017	34479	Ж	29
27895931	Новинки Музыки 2017	34668	Ж	33
27895931	Новинки Музыки 2017	34839	Ж	31
27895931	Новинки Музыки 2017	35007	Ж	29
27895931	Новинки Музыки 2017	35135	М	28
27895931	Новинки Музыки 2017	35146	Ж	28
27895931	Новинки Музыки 2017	35335	М	29
27895931	Новинки Музыки 2017	35455	М	29
27895931	Новинки Музыки 2017	35578	Ж	22
27895931	Новинки Музыки 2017	35610	М	30
27895931	Новинки Музыки 2017	35916	М	29
27895931	Новинки Музыки 2017	35966	Ж	28
27895931	Новинки Музыки 2017	36311	Ж	32
27895931	Новинки Музыки 2017	36446	М	31
27895931	Новинки Музыки 2017	37193	М	29
27895931	Новинки Музыки 2017	37341	Ж	29
27895931	Новинки Музыки 2017	37346	М	28
27895931	Новинки Музыки 2017	37424	М	34
27895931	Новинки Музыки 2017	37428	М	30
27895931	Новинки Музыки 2017	37706	М	30
27895931	Новинки Музыки 2017	37799	М	28
27895931	Новинки Музыки 2017	37836	Ж	29
27895931	Новинки Музыки 2017	38042	Ж	30
27895931	Новинки Музыки 2017	38136	М	34
27895931	Новинки Музыки 2017	38299	Ж	29
27895931	Новинки Музыки 2017	38437	М	31
27895931	Новинки Музыки 2017	38608	М	31
27895931	Новинки Музыки 2017	38910	Ж	29
27895931	Новинки Музыки 2017	39054	Ж	30
27895931	Новинки Музыки 2017	39536	Ж	31
27895931	Новинки Музыки 2017	39678	Ж	31
27895931	Новинки Музыки 2017	39756	М	28
27895931	Новинки Музыки 2017	39836	М	30
27895931	Новинки Музыки 2017	40108	Ж	29
27895931	Новинки Музыки 2017	40150	М	32
27895931	Новинки Музыки 2017	40160	М	32
27895931	Новинки Музыки 2017	40268	М	31
27895931	Новинки Музыки 2017	40322	Ж	30
27895931	Новинки Музыки 2017	40371	Ж	39
27895931	Новинки Музыки 2017	40776	М	30
27895931	Новинки Музыки 2017	41020	Ж	33
27895931	Новинки Музыки 2017	41314	М	31
27895931	Новинки Музыки 2017	41729	М	28
27895931	Новинки Музыки 2017	41815	Ж	29
27895931	Новинки Музыки 2017	41838	Ж	28
27895931	Новинки Музыки 2017	41930	Ж	31
27895931	Новинки Музыки 2017	42034	М	34
27895931	Новинки Музыки 2017	42195	Ж	28
27895931	Новинки Музыки 2017	42318	М	30
27895931	Новинки Музыки 2017	42523	М	28
27895931	Новинки Музыки 2017	43434	Ж	30
27895931	Новинки Музыки 2017	43531	Ж	32
27895931	Новинки Музыки 2017	44122	Ж	27
27895931	Новинки Музыки 2017	44202	Ж	29
27895931	Новинки Музыки 2017	44235	Ж	27
27895931	Новинки Музыки 2017	44242	М	29
27895931	Новинки Музыки 2017	44248	Ж	27
27895931	Новинки Музыки 2017	44445	Ж	33
27895931	Новинки Музыки 2017	44549	Ж	28
27895931	Новинки Музыки 2017	44695	М	32
27895931	Новинки Музыки 2017	45086	Ж	31
27895931	Новинки Музыки 2017	45332	Ж	28
27895931	Новинки Музыки 2017	45364	М	29
27895931	Новинки Музыки 2017	45419	Ж	28
27895931	Новинки Музыки 2017	45449	Ж	28
27895931	Новинки Музыки 2017	45513	Ж	30
27895931	Новинки Музыки 2017	45526	Ж	31
27895931	Новинки Музыки 2017	45555	Ж	30
27895931	Новинки Музыки 2017	45633	М	32
27895931	Новинки Музыки 2017	45705	Ж	28
27895931	Новинки Музыки 2017	45929	М	32
27895931	Новинки Музыки 2017	45997	Ж	31
27895931	Новинки Музыки 2017	46116	Ж	28
27895931	Новинки Музыки 2017	46157	М	20
27895931	Новинки Музыки 2017	46186	Ж	31
27895931	Новинки Музыки 2017	46381	М	30
27895931	Новинки Музыки 2017	46481	Ж	32
27895931	Новинки Музыки 2017	46491	М	28
27895931	Новинки Музыки 2017	46681	Ж	28
27895931	Новинки Музыки 2017	47077	Ж	30
27895931	Новинки Музыки 2017	47161	М	29
27895931	Новинки Музыки 2017	47243	М	31
27895931	Новинки Музыки 2017	47382	М	31
27895931	Новинки Музыки 2017	47475	Ж	30
26419239	Смейся до слёз :D	479	Ж	28
26419239	Смейся до слёз :D	914	М	30
26419239	Смейся до слёз :D	1548	М	32
26419239	Смейся до слёз :D	1699	М	22
26419239	Смейся до слёз :D	1820	М	37
26419239	Смейся до слёз :D	1856	М	29
26419239	Смейся до слёз :D	2094	Ж	31
26419239	Смейся до слёз :D	2095	М	31
26419239	Смейся до слёз :D	2833	М	30
26419239	Смейся до слёз :D	3139	М	39
26419239	Смейся до слёз :D	3756	Ж	24
26419239	Смейся до слёз :D	4492	М	32
26419239	Смейся до слёз :D	4601	М	31
26419239	Смейся до слёз :D	4657	Ж	29
26419239	Смейся до слёз :D	4689	М	31
26419239	Смейся до слёз :D	4731	М	31
26419239	Смейся до слёз :D	5147	М	30
26419239	Смейся до слёз :D	5409	М	28
26419239	Смейся до слёз :D	5690	Ж	31
26419239	Смейся до слёз :D	5863	Ж	30
26419239	Смейся до слёз :D	6364	М	32
26419239	Смейся до слёз :D	6689	М	35
26419239	Смейся до слёз :D	7188	Ж	28
26419239	Смейся до слёз :D	7247	М	30
26419239	Смейся до слёз :D	7548	Ж	45
26419239	Смейся до слёз :D	7746	Ж	26
26419239	Смейся до слёз :D	7930	М	34
26419239	Смейся до слёз :D	7982	Ж	23
26419239	Смейся до слёз :D	8875	М	25
26419239	Смейся до слёз :D	9203	М	28
26419239	Смейся до слёз :D	9519	Ж	29
26419239	Смейся до слёз :D	9993	М	29
26419239	Смейся до слёз :D	10570	Ж	21
26419239	Смейся до слёз :D	11316	Ж	24
26419239	Смейся до слёз :D	11825	М	29
26419239	Смейся до слёз :D	12408	Ж	28
26419239	Смейся до слёз :D	12432	М	32
26419239	Смейся до слёз :D	12894	М	30
26419239	Смейся до слёз :D	12959	Ж	29
26419239	Смейся до слёз :D	13047	Ж	39
26419239	Смейся до слёз :D	13894	М	19
26419239	Смейся до слёз :D	14518	Ж	30
26419239	Смейся до слёз :D	15011	Ж	28
26419239	Смейся до слёз :D	15336	Ж	31
26419239	Смейся до слёз :D	15583	Ж	25
26419239	Смейся до слёз :D	17142	Ж	28
26419239	Смейся до слёз :D	17230	М	101
26419239	Смейся до слёз :D	17651	Ж	31
26419239	Смейся до слёз :D	18402	М	35
26419239	Смейся до слёз :D	18534	Ж	27
26419239	Смейся до слёз :D	18859	Ж	29
26419239	Смейся до слёз :D	19380	Ж	30
26419239	Смейся до слёз :D	19604	М	29
26419239	Смейся до слёз :D	19831	Ж	28
26419239	Смейся до слёз :D	20512	М	29
26419239	Смейся до слёз :D	20904	М	30
26419239	Смейся до слёз :D	21185	М	30
26419239	Смейся до слёз :D	21292	М	29
26419239	Смейся до слёз :D	21425	М	28
26419239	Смейся до слёз :D	21436	Ж	29
26419239	Смейся до слёз :D	21519	М	30
26419239	Смейся до слёз :D	22997	Ж	28
26419239	Смейся до слёз :D	23219	Ж	29
26419239	Смейся до слёз :D	23458	М	29
26419239	Смейся до слёз :D	23525	М	33
26419239	Смейся до слёз :D	23949	Ж	29
26419239	Смейся до слёз :D	24436	М	30
26419239	Смейся до слёз :D	25084	М	28
26419239	Смейся до слёз :D	25201	М	28
26419239	Смейся до слёз :D	25661	М	31
26419239	Смейся до слёз :D	25707	Ж	28
26419239	Смейся до слёз :D	26042	М	29
26419239	Смейся до слёз :D	26057	М	28
26419239	Смейся до слёз :D	26146	М	35
26419239	Смейся до слёз :D	26921	Ж	29
26419239	Смейся до слёз :D	26979	М	31
26419239	Смейся до слёз :D	27602	М	30
26419239	Смейся до слёз :D	27789	М	33
26419239	Смейся до слёз :D	27905	М	32
26419239	Смейся до слёз :D	28094	М	32
26419239	Смейся до слёз :D	28197	Ж	29
26419239	Смейся до слёз :D	28343	Ж	29
26419239	Смейся до слёз :D	28605	М	35
26419239	Смейся до слёз :D	28995	М	28
26419239	Смейся до слёз :D	29438	М	28
26419239	Смейся до слёз :D	29481	Ж	22
26419239	Смейся до слёз :D	29488	Ж	31
26419239	Смейся до слёз :D	29593	Ж	29
26419239	Смейся до слёз :D	30263	М	29
26419239	Смейся до слёз :D	30673	М	31
26419239	Смейся до слёз :D	31781	М	33
26419239	Смейся до слёз :D	31936	М	41
26419239	Смейся до слёз :D	32576	М	33
26419239	Смейся до слёз :D	32953	М	29
26419239	Смейся до слёз :D	33161	М	31
26419239	Смейся до слёз :D	33274	М	31
26419239	Смейся до слёз :D	33961	М	34
26419239	Смейся до слёз :D	34404	М	28
26419239	Смейся до слёз :D	34446	Ж	30
26419239	Смейся до слёз :D	34641	Ж	29
26419239	Смейся до слёз :D	35455	М	29
26419239	Смейся до слёз :D	35488	Ж	28
26419239	Смейся до слёз :D	35518	Ж	30
26419239	Смейся до слёз :D	35815	Ж	30
26419239	Смейся до слёз :D	36306	Ж	29
26419239	Смейся до слёз :D	36384	М	30
26419239	Смейся до слёз :D	36494	Ж	30
26419239	Смейся до слёз :D	36688	М	32
26419239	Смейся до слёз :D	36856	М	32
26419239	Смейся до слёз :D	37385	М	30
26419239	Смейся до слёз :D	37799	М	28
26419239	Смейся до слёз :D	37836	Ж	29
26419239	Смейся до слёз :D	38879	Ж	30
26419239	Смейся до слёз :D	38902	Ж	55
26419239	Смейся до слёз :D	39336	М	32
26419239	Смейся до слёз :D	39535	М	29
26419239	Смейся до слёз :D	39935	М	30
26419239	Смейся до слёз :D	40365	М	34
26419239	Смейся до слёз :D	40372	Ж	31
26419239	Смейся до слёз :D	40509	Ж	30
26419239	Смейся до слёз :D	40655	Ж	19
26419239	Смейся до слёз :D	40776	М	30
26419239	Смейся до слёз :D	42034	М	34
26419239	Смейся до слёз :D	42201	Ж	28
26419239	Смейся до слёз :D	42523	М	28
26419239	Смейся до слёз :D	42567	Ж	29
26419239	Смейся до слёз :D	42692	М	29
26419239	Смейся до слёз :D	42775	Ж	28
26419239	Смейся до слёз :D	42779	М	32
26419239	Смейся до слёз :D	43101	М	28
26419239	Смейся до слёз :D	43105	Ж	31
26419239	Смейся до слёз :D	43849	Ж	34
26419239	Смейся до слёз :D	43902	Ж	35
26419239	Смейся до слёз :D	44159	М	28
26419239	Смейся до слёз :D	44284	Ж	29
26419239	Смейся до слёз :D	44542	Ж	30
26419239	Смейся до слёз :D	44677	М	29
26419239	Смейся до слёз :D	44910	Ж	28
26419239	Смейся до слёз :D	45018	М	28
26419239	Смейся до слёз :D	45079	М	26
26419239	Смейся до слёз :D	45283	М	30
26419239	Смейся до слёз :D	45324	М	28
26419239	Смейся до слёз :D	45797	М	29
26419239	Смейся до слёз :D	46028	Ж	29
26419239	Смейся до слёз :D	46148	М	29
26419239	Смейся до слёз :D	46157	М	20
26419239	Смейся до слёз :D	47411	М	30
26419239	Смейся до слёз :D	48275	М	35
26419239	Смейся до слёз :D	49169	М	29
26419239	Смейся до слёз :D	49232	М	32
26419239	Смейся до слёз :D	49279	М	39
26419239	Смейся до слёз :D	49566	Ж	31
26419239	Смейся до слёз :D	49775	М	30
26419239	Смейся до слёз :D	49973	М	29
26419239	Смейся до слёз :D	50522	М	32
26419239	Смейся до слёз :D	50740	Ж	29
26419239	Смейся до слёз :D	50814	Ж	29
26419239	Смейся до слёз :D	50981	М	28
26419239	Смейся до слёз :D	51484	М	30
26419239	Смейся до слёз :D	52177	М	28
26419239	Смейся до слёз :D	52923	Ж	28
26419239	Смейся до слёз :D	52935	М	31
26419239	Смейся до слёз :D	53029	Ж	33
26419239	Смейся до слёз :D	53045	М	32
26419239	Смейся до слёз :D	53288	М	33
26419239	Смейся до слёз :D	53413	М	29
26419239	Смейся до слёз :D	53424	М	29
26419239	Смейся до слёз :D	53492	Ж	29
26419239	Смейся до слёз :D	53962	М	33
26419239	Смейся до слёз :D	53972	М	28
26419239	Смейся до слёз :D	54724	М	28
26419239	Смейся до слёз :D	54839	М	32
26419239	Смейся до слёз :D	54850	М	29
26419239	Смейся до слёз :D	55529	Ж	26
26419239	Смейся до слёз :D	55735	Ж	32
26419239	Смейся до слёз :D	57170	М	29
26419239	Смейся до слёз :D	57823	М	32
26419239	Смейся до слёз :D	57837	М	32
26419239	Смейся до слёз :D	57982	Ж	31
26419239	Смейся до слёз :D	58208	М	31
26419239	Смейся до слёз :D	58352	М	30
26419239	Смейся до слёз :D	58357	М	30
26419239	Смейся до слёз :D	58571	Ж	30
26419239	Смейся до слёз :D	58648	М	28
26419239	Смейся до слёз :D	59250	М	33
26419239	Смейся до слёз :D	59439	М	30
26419239	Смейся до слёз :D	59551	М	31
26419239	Смейся до слёз :D	59589	М	28
26419239	Смейся до слёз :D	59619	М	29
26419239	Смейся до слёз :D	59962	М	30
26419239	Смейся до слёз :D	60049	Ж	36
26419239	Смейся до слёз :D	60060	М	32
26419239	Смейся до слёз :D	60973	М	31
26419239	Смейся до слёз :D	61096	Ж	30
26419239	Смейся до слёз :D	61372	М	30
26419239	Смейся до слёз :D	62117	М	32
26419239	Смейся до слёз :D	62475	М	29
26419239	Смейся до слёз :D	62575	М	29
26419239	Смейся до слёз :D	62757	Ж	29
26419239	Смейся до слёз :D	62765	М	29
26419239	Смейся до слёз :D	62789	М	27
26419239	Смейся до слёз :D	62991	Ж	29
26419239	Смейся до слёз :D	63019	Ж	25
26419239	Смейся до слёз :D	63039	Ж	28
26419239	Смейся до слёз :D	63085	М	28
26419239	Смейся до слёз :D	63140	Ж	28
26419239	Смейся до слёз :D	63203	М	33
26419239	Смейся до слёз :D	63220	М	28
26419239	Смейся до слёз :D	63380	М	28
26419239	Смейся до слёз :D	63620	М	33
26419239	Смейся до слёз :D	64181	Ж	29
26419239	Смейся до слёз :D	64259	М	31
26419239	Смейся до слёз :D	64392	Ж	28
26419239	Смейся до слёз :D	64943	Ж	26
26419239	Смейся до слёз :D	65048	М	30
26419239	Смейся до слёз :D	66002	Ж	33
26419239	Смейся до слёз :D	66021	М	27
26419239	Смейся до слёз :D	66353	Ж	32
26419239	Смейся до слёз :D	66837	М	31
26419239	Смейся до слёз :D	67546	Ж	22
26419239	Смейся до слёз :D	67555	М	31
26419239	Смейся до слёз :D	68038	М	33
26419239	Смейся до слёз :D	68060	Ж	31
26419239	Смейся до слёз :D	68493	М	28
26419239	Смейся до слёз :D	68727	М	28
26419239	Смейся до слёз :D	68770	Ж	31
26419239	Смейся до слёз :D	69058	Ж	28
26419239	Смейся до слёз :D	69215	М	31
26419239	Смейся до слёз :D	69434	Ж	28
26419239	Смейся до слёз :D	69827	Ж	30
26419239	Смейся до слёз :D	70191	Ж	27
26419239	Смейся до слёз :D	70598	Ж	29
26419239	Смейся до слёз :D	71068	М	28
26419239	Смейся до слёз :D	71235	Ж	29
26419239	Смейся до слёз :D	71281	М	28
26419239	Смейся до слёз :D	71479	М	34
26419239	Смейся до слёз :D	71796	М	32
26419239	Смейся до слёз :D	72237	М	27
26419239	Смейся до слёз :D	72549	М	29
26419239	Смейся до слёз :D	72631	М	28
26419239	Смейся до слёз :D	72847	Ж	28
26419239	Смейся до слёз :D	72925	М	27
26419239	Смейся до слёз :D	73307	Ж	28
26419239	Смейся до слёз :D	73675	Ж	29
26419239	Смейся до слёз :D	74216	Ж	31
26419239	Смейся до слёз :D	74231	М	29
26419239	Смейся до слёз :D	74237	М	31
26419239	Смейся до слёз :D	74319	М	31
26419239	Смейся до слёз :D	74720	Ж	28
26419239	Смейся до слёз :D	74842	Ж	27
26419239	Смейся до слёз :D	75227	Ж	28
26419239	Смейся до слёз :D	75256	Ж	28
26419239	Смейся до слёз :D	75713	М	31
26419239	Смейся до слёз :D	75751	М	29
26419239	Смейся до слёз :D	75773	Ж	29
26419239	Смейся до слёз :D	75944	М	67
26419239	Смейся до слёз :D	76081	М	14
26419239	Смейся до слёз :D	76243	М	30
26419239	Смейся до слёз :D	76287	М	37
26419239	Смейся до слёз :D	76379	М	32
26419239	Смейся до слёз :D	76654	М	32
26419239	Смейся до слёз :D	76809	Ж	30
26419239	Смейся до слёз :D	77301	М	34
26419239	Смейся до слёз :D	77365	М	28
26419239	Смейся до слёз :D	77580	М	29
26419239	Смейся до слёз :D	77701	М	29
26419239	Смейся до слёз :D	78344	М	32
26419239	Смейся до слёз :D	78432	М	28
26419239	Смейся до слёз :D	79575	Ж	30
26419239	Смейся до слёз :D	79839	Ж	30
26419239	Смейся до слёз :D	79858	М	28
26419239	Смейся до слёз :D	80282	М	28
26419239	Смейся до слёз :D	80534	М	30
26419239	Смейся до слёз :D	81442	Ж	34
26419239	Смейся до слёз :D	81746	М	31
26419239	Смейся до слёз :D	82263	Ж	29
26419239	Смейся до слёз :D	82275	М	31
26419239	Смейся до слёз :D	82352	М	31
26419239	Смейся до слёз :D	82474	М	33
26419239	Смейся до слёз :D	82601	Ж	33
26419239	Смейся до слёз :D	82896	М	29
